loss,mae,val_loss,val_mae
0.1248718798160553,0.24432681500911713,0.09193093329668045,0.21878454089164734
0.05995743349194527,0.1770552694797516,0.08475823700428009,0.19734834134578705
0.04239558055996895,0.15869291126728058,0.07808037102222443,0.18513375520706177
0.0386674702167511,0.15002931654453278,0.08345392346382141,0.18827897310256958
0.0407399907708168,0.1526530534029007,0.08491527289152145,0.1903933733701706
0.03736672177910805,0.14538148045539856,0.082563117146492,0.1863933950662613
0.033518292009830475,0.14228427410125732,0.08009195327758789,0.18274007737636566
0.03203221410512924,0.14007042348384857,0.08045053482055664,0.18394464254379272
0.03352423012256622,0.14030160009860992,0.07701322436332703,0.1799750030040741
0.030498379841446877,0.1385241597890854,0.07891088724136353,0.18371707201004028
0.030473800376057625,0.13706675171852112,0.07878914475440979,0.18361686170101166
0.03033618815243244,0.13731738924980164,0.08121601492166519,0.18488766252994537
0.031108422204852104,0.13634221255779266,0.0783696100115776,0.18058203160762787
0.028942164033651352,0.13398343324661255,0.07934175431728363,0.1827070713043213
0.03077126294374466,0.13716953992843628,0.08131111413240433,0.18430623412132263
0.030728131532669067,0.1353832185268402,0.07923221588134766,0.18189376592636108
0.03143678605556488,0.13732869923114777,0.0780465304851532,0.17875966429710388
0.029813652858138084,0.13498161733150482,0.07854579389095306,0.17912527918815613
0.029095852747559547,0.13301053643226624,0.08292855322360992,0.18362388014793396
0.028781084343791008,0.1324687898159027,0.08782748878002167,0.18871013820171356
0.030835341662168503,0.1354168802499771,0.07970767468214035,0.18305900692939758
0.028378788381814957,0.13216668367385864,0.07986743748188019,0.18360641598701477
0.030392639338970184,0.13455168902873993,0.0803338959813118,0.1843186318874359
0.03035442717373371,0.1323634386062622,0.07936573773622513,0.1823866218328476
0.02884439378976822,0.13147152960300446,0.07897812128067017,0.18172690272331238
0.028961777687072754,0.13355621695518494,0.08240995556116104,0.18584568798542023
0.028357917442917824,0.13093554973602295,0.07984492927789688,0.18244695663452148
0.029484979808330536,0.13139614462852478,0.08060256391763687,0.18413273990154266
0.029285980388522148,0.13107945024967194,0.08058811724185944,0.18413741886615753
0.026617014780640602,0.12959027290344238,0.08129595220088959,0.18455222249031067
0.031028706580400467,0.1347358673810959,0.08198986947536469,0.18587622046470642
0.02921617031097412,0.13165982067584991,0.08001040667295456,0.1835639625787735
0.02757437154650688,0.12959690392017365,0.0798233151435852,0.18171638250350952
0.027276722714304924,0.1297471672296524,0.08389024436473846,0.18638436496257782
0.029424874112010002,0.1315736472606659,0.08067604899406433,0.18277329206466675
0.02738899178802967,0.1285109966993332,0.08685970306396484,0.18888290226459503
0.029459616169333458,0.1312093585729599,0.08372025191783905,0.18456289172172546
0.027555620297789574,0.12997256219387054,0.07966427505016327,0.18014764785766602
0.02666921354830265,0.12726478278636932,0.08141671121120453,0.18237318098545074
0.028843823820352554,0.13058240711688995,0.07927486300468445,0.181793674826622
0.027618825435638428,0.12870436906814575,0.08240610361099243,0.18600255250930786
0.02741841971874237,0.12869305908679962,0.08266773074865341,0.18533234298229218
0.02869912050664425,0.130682572722435,0.08143068104982376,0.18366014957427979
0.02904205024242401,0.1299624890089035,0.07714477926492691,0.17819322645664215
0.027472443878650665,0.1288127899169922,0.08199652284383774,0.1838792860507965
0.028197240084409714,0.12901219725608826,0.07780369371175766,0.18025313317775726
0.026919348165392876,0.12826496362686157,0.082816481590271,0.18755276501178741
0.02637418732047081,0.12624551355838776,0.08196224272251129,0.18585839867591858
0.02611611969769001,0.12706689536571503,0.08061139285564423,0.18356408178806305
0.02659653313457966,0.12762610614299774,0.07982148975133896,0.18316367268562317
0.027338074520230293,0.12820397317409515,0.07767079025506973,0.17914344370365143
0.026881372556090355,0.1284855157136917,0.07922319322824478,0.1800912469625473
0.026559071615338326,0.12774516642093658,0.07803977280855179,0.17813952267169952
0.027341529726982117,0.127875417470932,0.07957781851291656,0.18109604716300964
0.02789968065917492,0.12818491458892822,0.08149992674589157,0.18421244621276855
0.028330571949481964,0.12919117510318756,0.08174245059490204,0.18579505383968353
0.027983805164694786,0.12867726385593414,0.08158949017524719,0.18481843173503876
0.02815643884241581,0.12758153676986694,0.08387733995914459,0.18832935392856598
0.026513738557696342,0.12407555431127548,0.08264380693435669,0.18487964570522308
0.027201185002923012,0.12791702151298523,0.08413972705602646,0.1850784569978714
0.026352349668741226,0.12515389919281006,0.08829374611377716,0.19191612303256989
0.02727295458316803,0.12532633543014526,0.08104293793439865,0.18253743648529053
0.02628958970308304,0.12554290890693665,0.08497345447540283,0.18907999992370605
0.02514822594821453,0.12394436448812485,0.0828123465180397,0.18553972244262695
0.025362784042954445,0.12470611929893494,0.08026324212551117,0.1816648542881012
0.02606796845793724,0.12529443204402924,0.08068294823169708,0.18140920996665955
0.025340676307678223,0.12488728016614914,0.08200686424970627,0.18285389244556427
0.02600046992301941,0.12426886707544327,0.08201602101325989,0.18394219875335693
0.026899175718426704,0.12483175843954086,0.0810784250497818,0.18230465054512024
0.02652602829039097,0.12505637109279633,0.0822468250989914,0.18411239981651306
0.026007357984781265,0.12363149970769882,0.08319959044456482,0.18508310616016388
0.025850623846054077,0.12361752986907959,0.09425074607133865,0.19765909016132355
0.02554231882095337,0.12454603612422943,0.08831093460321426,0.1909840852022171
0.027662038803100586,0.12614579498767853,0.083621084690094,0.18467555940151215
0.025917241349816322,0.12409825623035431,0.08521828800439835,0.1885034292936325
0.024566059932112694,0.12162947654724121,0.08778766542673111,0.19240374863147736
0.026043623685836792,0.12441425770521164,0.08461975306272507,0.1876346617937088
0.025655264034867287,0.12266761064529419,0.08573776483535767,0.18978942930698395
0.02672986499965191,0.12486732006072998,0.08330636471509933,0.1863432377576828
0.025179801508784294,0.12297126650810242,0.08178068697452545,0.18265561759471893
0.026518695056438446,0.12448057532310486,0.08485660701990128,0.18826362490653992
0.026998497545719147,0.12467335164546967,0.08235296607017517,0.18424424529075623
0.025631623342633247,0.12430151551961899,0.0840943455696106,0.18748724460601807
0.02518286742269993,0.12194905430078506,0.08586836606264114,0.19057036936283112
0.02612997405230999,0.12332350760698318,0.0872231051325798,0.19131146371364594
0.023819560185074806,0.12049487978219986,0.08842717856168747,0.1930694580078125
0.025401657447218895,0.12237558513879776,0.08471295237541199,0.18987353146076202
0.026090599596500397,0.12514913082122803,0.08964808285236359,0.19471408426761627
0.025419875979423523,0.12234008312225342,0.09065810590982437,0.1963140070438385
0.024836724624037743,0.12076178938150406,0.0849861353635788,0.18677863478660583
0.025510696694254875,0.12100830674171448,0.08304590731859207,0.18402579426765442
0.02541813999414444,0.12186800688505173,0.08522370457649231,0.18890833854675293
0.02624203823506832,0.12359727174043655,0.08500486612319946,0.18862582743167877
0.025754887610673904,0.12203551083803177,0.08464128524065018,0.1893531233072281
0.024836916476488113,0.12145553529262543,0.08843087404966354,0.1926857829093933
0.025496214628219604,0.12203685939311981,0.08530621975660324,0.18972483277320862
0.026537150144577026,0.12494368851184845,0.08217161893844604,0.18405720591545105
0.02587023191154003,0.12171860784292221,0.08267050981521606,0.18434694409370422
0.025221172720193863,0.12022515386343002,0.08037105202674866,0.1812797337770462
0.02434815838932991,0.12058992683887482,0.08459936827421188,0.1887412816286087
